Czy jesteœ studentk¹/studentem.;Czy jesteœ studentk¹/studentem. wartoœæ;Na jakiej uczelni studiujesz?;Na jakiej uczelni studiujesz? wartoœæ;Jaki kierunek studiujesz?;Jaki kierunek studiujesz? wartoœæ;Ile masz lat?;Ile masz lat? wartoœæ;Rodzaj studiów;Rodzaj studiów wartoœæ;Na którym roku studiów jesteœ?;Na którym roku studiów jesteœ? wartoœæ;P³eæ;P³eæ wartoœæ;Czy pracujesz?;Czy pracujesz? wartoœæ;Miejsce zamieszkania:;Miejsce zamieszkania: wartoœæ;Czy jesteœ singlem/singielk¹?;Czy jesteœ singlem/singielk¹? wartoœæ;...21;Czy uwa¿asz ¿e masz tendencje do przepracowywania siê?;Jak czêsto odk³adasz zadania na póŸniej?;Jak bardzo czujesz siê przyt³oczony nadmiarem obowi¹zków? ;Czy uwa¿asz, ¿e iloœæ nauki jest powi¹zana z wynikami?;Jak czêsto uwa¿asz, ¿e kwestionujesz swoje decyzje?;;Czy uwa¿asz ¿e praca w grupie sprawia ci trudnoœæ?;U jakiej czêœci twoich znajomych zauwa¿asz oznaki wypalenia? ;Czy czujesz ¿e masz wsparcie w swoich znajomych ze studiów?;Czy uwa¿asz ¿e masz wsparcie u rodziny i/lub swoich znajomych spoza studiów?;Czy uwa¿asz ¿e masz dobre relacje z prowadz¹cymi? ;...27;Jak czêsto czujesz siê zmêczony/a fizycznie?  ;Jak czêsto czujesz siê emocjonalnie wyczerpany? ;Czy odczuwasz przewlek³y stres? ;Jak czêsto jesteœ aktywny fizycznie?;Jak oceniasz jakoœæ swojego snu?;...33;Czy rozwijasz swoje pasje poza-naukowo? ;Jak du¿o czasu poœwiêcasz na naukê tygodniowo?;...42;Jak oceniasz trudnoœæ twojego kierunku?;data
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki Techniczne inne;Kierunki Techniczne inne;23;23;Studia in¿ynierskie;Studia in¿ynierskie;4;4;Kobieta;Kobieta;Niepe³ny etat;Niepe³ny etat;Mieszkam z rodzicami;Mieszkam z rodzicami;Nie;Nie;;5;2;5;5;2;;0;4;0;2;5;;2;3;5;4;4;;3;3;;4;09.05.2025 17:57
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki ekonomiczne;Kierunki ekonomiczne;24;24;Studia magisterskie;Studia magisterskie;1;1;Kobieta;Kobieta;Pe³en etat;Pe³en etat;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;5;4;5;4;4;;0;3;2;1;2;;2;5;4;3;1;;2;0;;4;09.05.2025 18:17
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Kierunki medyczne;Kierunki medyczne;22;22;Studia licencjackie;Studia licencjackie;2;2;Kobieta;Kobieta;Pe³en etat;Pe³en etat;Mieszkam z rodzicami;Mieszkam z rodzicami;Nie;Nie;;5;3;4;3;3;;0;2;5;5;3;;5;4;5;3;3;;3;3;;3;09.05.2025 18:24
Tak;Tak;Ekonomiczne ;Ekonomiczne ;Kierunki ekonomiczne;Kierunki ekonomiczne;21;21;Studia licencjackie;Studia licencjackie;2;2;Kobieta;Kobieta;Niepe³ny etat;Niepe³ny etat;Mieszkam z rodzicami;Mieszkam z rodzicami;Nie;Nie;;4;3;4;2;5;;2;4;2;4;2;;4;4;4;3;3;;1;3;;4;09.05.2025 18:32
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Inne;Inne;22;22;Studia magisterskie;Studia magisterskie;1;1;Mê¿czyzna;Mê¿czyzna;Pe³en etat;Pe³en etat;Utrzymujê siê sam/a;Utrzymujê siê sam/a;Nie;Nie;;2;3;3;1;2;;0;2;3;4;2;;3;3;3;1;3;;1;1;;2;09.05.2025 18:34
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Matematyczny/Fizyczny;Matematyczny/Fizyczny;22;22;Studia magisterskie;Studia magisterskie;1;1;Kobieta;Kobieta;Nie;Nie;Mieszkam z rodzicami;Mieszkam z rodzicami;Nie;Nie;;2;1;3;2;1;;0;0;3;3;3;;3;5;5;3;3;;3;5;;4;09.05.2025 19:20
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Kierunki humanistyczne;Kierunki humanistyczne;20;20;Studia magisterskie;Studia magisterskie;1;1;Kobieta;Kobieta;Pe³en etat;Pe³en etat;Mieszkam z rodzicami;Mieszkam z rodzicami;Nie;Nie;;3;2;2;2;3;;2;3;1;1;1;;2;3;2;5;3;;3;4;;3;09.05.2025 20:20
Tak;Tak;Innej;Innej;Kierunki pedagogiczne;Kierunki pedagogiczne;20;20;Studia licencjackie;Studia licencjackie;1;1;Kobieta;Kobieta;Niepe³ny etat;Niepe³ny etat;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;0;3;4;2;5;;1;2;2;2;1;;2;4;4;2;2;;1;2;;4;09.05.2025 21:59
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki ekonomiczne;Kierunki ekonomiczne;23;23;Studia in¿ynierskie;Studia in¿ynierskie;2;2;Mê¿czyzna;Mê¿czyzna;Mniej ni¿ 20h tygodniowo;Mniej ni¿ 20h tygodniowo;Mieszkam z rodzicami;Mieszkam z rodzicami;Nie;Nie;;4;4;4;2;5;;1;1;4;4;4;;3;3;4;1;3;;2;1;;2;10.05.2025 14:24
Tak;Tak;Innej;Innej;Inne;Inne;24;24;Studia magisterskie;Studia magisterskie;1;1;Kobieta;Kobieta;Pe³en etat;Pe³en etat;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;0;2;1;3;3;;0;3;3;3;3;;0;0;1;5;3;;3;4;;4;11.05.2025 01:11
Tak;Tak;Medycznej (np. Gumed);Medycznej (np. Gumed);Inne;Inne;23;23;Studia magisterskie;Studia magisterskie;4;4;Kobieta;Kobieta;Pe³en etat;Pe³en etat;Utrzymujê siê sam/a;Utrzymujê siê sam/a;Nie;Nie;;3;5;5;5;4;;5;4;2;3;3;;5;5;5;2;2;;0;1;;2;11.05.2025 01:32
Tak;Tak;Medycznej (np. Gumed);Medycznej (np. Gumed);Kierunki medyczne;Kierunki medyczne;35 i wiêcej;35 i wiêcej;Studia magisterskie;Studia magisterskie;1;1;Kobieta;Kobieta;Pe³en etat;Pe³en etat;Utrzymujê siê sam/a;Utrzymujê siê sam/a;Nie;Nie;;5;2;4;4;0;;0;1;5;4;4;;4;5;3;4;4;;1;1;;0;11.05.2025 06:50
Tak;Tak;Innej;Innej;Inne;Inne;23;23;Studia magisterskie;Studia magisterskie;1;1;Kobieta;Kobieta;Pe³en etat;Pe³en etat;Utrzymujê siê sam/a;Utrzymujê siê sam/a;Nie;Nie;;4;3;5;4;3;;3;5;4;5;4;;5;5;5;3;0;;5;4;;4;11.05.2025 09:41
Tak;Tak;Ekonomiczne ;Ekonomiczne ;Ekonomiczny;Ekonomiczny;25;25;Studia magisterskie;Studia magisterskie;4;4;Mê¿czyzna;Mê¿czyzna;Pe³en etat;Pe³en etat;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Tak;Tak;;2;5;4;4;3;;3;3;4;4;4;;3;4;4;4;4;;4;2;;3;13.05.2025 13:53
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki ekonomiczne;Kierunki ekonomiczne;23;23;Studia magisterskie;Studia magisterskie;1;1;Mê¿czyzna;Mê¿czyzna;Pe³en etat;Pe³en etat;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Nie;Nie;;1;3;2;3;2;;0;2;2;3;2;;3;3;3;3;2;;2;2;;3;13.05.2025 14:09
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki ekonomiczne;Kierunki ekonomiczne;24;24;Studia magisterskie;Studia magisterskie;1;1;Mê¿czyzna;Mê¿czyzna;Pe³en etat;Pe³en etat;Utrzymujê siê sam/a;Utrzymujê siê sam/a;Nie;Nie;;2;3;4;3;2;;0;3;3;3;2;;3;3;4;4;2;;2;2;;4;16.05.2025 11:30
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki ekonomiczne;Kierunki ekonomiczne;21;21;Studia licencjackie;Studia licencjackie;2;2;Kobieta;Kobieta;Nie;Nie;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Nie;Nie;;3;2;3;4;2;;1;3;4;5;4;;3;3;3;2;4;;4;2;;3;16.05.2025 11:30
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki ekonomiczne;Kierunki ekonomiczne;21;21;Studia licencjackie;Studia licencjackie;3;3;Kobieta;Kobieta;Niepe³ny etat;Niepe³ny etat;Mieszkam z rodzicami;Mieszkam z rodzicami;Nie;Nie;;4;0;2;4;1;;2;1;3;4;3;;2;1;0;3;5;;3;2;;3;16.05.2025 11:31
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Ekonomiczny;Ekonomiczny;21;21;Studia licencjackie;Studia licencjackie;3;3;Mê¿czyzna;Mê¿czyzna;Nie;Nie;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Nie;Nie;;3;4;3;5;4;;2;2;5;5;4;;3;4;3;3;2;;3;2;;2;16.05.2025 14:24
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki ekonomiczne;Kierunki ekonomiczne;21;21;Studia licencjackie;Studia licencjackie;3;3;Mê¿czyzna;Mê¿czyzna;Nie;Nie;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;2;5;3;4;4;;3;2;4;3;3;;4;4;3;3;2;;2;2;;3;16.05.2025 16:15
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki Techniczne inne;Kierunki Techniczne inne;19;19;Studia in¿ynierskie;Studia in¿ynierskie;2;2;Mê¿czyzna;Mê¿czyzna;Nie;Nie;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Tak;Tak;;0;4;3;2;1;;3;3;3;4;5;;3;2;3;4;4;;4;1;;4;29.10.2025 00:44
Tak;Tak;Innej;Innej;Matematyczny/Fizyczny;Matematyczny/Fizyczny;19;19;Studia licencjackie;Studia licencjackie;1;1;Mê¿czyzna;Mê¿czyzna;Nie;Nie;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Tak;Tak;;2;3;4;2;3;;0;3;2;3;3;;3;3;2;2;2;;1;4;;5;29.10.2025 00:57
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Kierunki pedagogiczne;Kierunki pedagogiczne;26;26;Studia magisterskie;Studia magisterskie;4;4;Kobieta;Kobieta;Niepe³ny etat;Niepe³ny etat;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;2;3;4;1;5;;5;4;0;0;4;;3;4;5;2;3;;1;4;;4;29.10.2025 06:30
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Kierunki Techniczne inne;Kierunki Techniczne inne;21;21;Studia licencjackie;Studia licencjackie;2;2;Mê¿czyzna;Mê¿czyzna;Nie;Nie;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;1;3;2;1;3;;2;2;1;2;2;;4;3;1;2;4;;1;2;;2;29.10.2025 07:31
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Kierunki spo³eczne;Kierunki spo³eczne;19;19;Studia licencjackie;Studia licencjackie;1;1;Kobieta;Kobieta;Nie;Nie;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;1;4;3;2;4;;3;2;0;2;3;;3;5;4;2;2;;2;3;;2;29.10.2025 07:48
Nie;Nie;Medycznej (np. Gumed);Medycznej (np. Gumed);Kierunki medyczne;Kierunki medyczne;25;25;Studia podyplomowe;Studia podyplomowe;1;1;Kobieta;Kobieta;Pe³en etat;Pe³en etat;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;1;1;3;4;1;;1;0;5;5;5;;1;2;1;2;3;;3;3;;2;29.10.2025 08:17
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki Techniczne inne;Kierunki Techniczne inne;19;19;Studia in¿ynierskie;Studia in¿ynierskie;1;1;Mê¿czyzna;Mê¿czyzna;Nie;Nie;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Tak;Tak;;3;3;1;4;3;;0;3;5;5;5;;1;2;1;3;4;;5;3;;2;29.10.2025 08:34
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Matematyczny/Fizyczny;Matematyczny/Fizyczny;22;22;Studia licencjackie;Studia licencjackie;2;2;Mê¿czyzna;Mê¿czyzna;Nie;Nie;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Tak;Tak;;1;4;2;3;2;;0;1;3;3;2;;2;1;1;1;2;;1;1;;4;29.10.2025 09:16
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Kierunki humanistyczne;Kierunki humanistyczne;20;20;Studia licencjackie;Studia licencjackie;2;2;Kobieta;Kobieta;Mniej ni¿ 20h tygodniowo;Mniej ni¿ 20h tygodniowo;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Tak;Tak;;4;5;5;3;3;;4;3;1;4;3;;5;5;4;0;2;;;2;;1;29.10.2025 10:15
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Kierunki spo³eczne;Kierunki spo³eczne;22;22;Studia magisterskie;Studia magisterskie;4;4;Kobieta;Kobieta;Nie;Nie;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Nie;Nie;;2;5;5;1;4;;0;3;3;2;3;;4;3;5;2;2;;3;3;;4;29.10.2025 10:40
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Kierunki spo³eczne;Kierunki spo³eczne;21;21;Studia magisterskie;Studia magisterskie;3;3;Kobieta;Kobieta;Mniej ni¿ 20h tygodniowo;Mniej ni¿ 20h tygodniowo;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Nie;Nie;;2;5;2;0;3;;0;0;3;3;3;;5;0;3;0;3;;1;3;;2;29.10.2025 12:14
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Ekonomiczny;Ekonomiczny;20;20;Studia licencjackie;Studia licencjackie;2;2;Kobieta;Kobieta;Nie;Nie;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Tak;Tak;;1;3;3;0;4;;0;3;1;0;1;;4;5;3;1;3;;0;2;;3;29.10.2025 14:44
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Kierunki spo³eczne;Kierunki spo³eczne;23;23;Studia magisterskie;Studia magisterskie;5 lub wiêcej;5 lub wiêcej;Kobieta;Kobieta;Nie;Nie;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Tak;Tak;;1;4;3;3;3;;4;3;1;5;3;;4;4;3;2;2;;3;3;;4;29.10.2025 17:06
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki Techniczne inne;Kierunki Techniczne inne;18;18;Studia in¿ynierskie;Studia in¿ynierskie;1;1;Kobieta;Kobieta;Nie;Nie;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Tak;Tak;;1;5;5;3;4;;4;1;0;4;0;;4;5;5;1;1;;2;4;;4;29.10.2025 17:19
Tak;Tak;Innej;Innej;Kierunki medyczne;Kierunki medyczne;35 i wiêcej;35 i wiêcej;Studia in¿ynierskie;Studia in¿ynierskie;4;4;Mê¿czyzna;Mê¿czyzna;Nie;Nie;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;0;0;2;;0;;0;3;5;5;5;;2;0;0;5;4;;5;4;;4;29.10.2025 20:23
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Kierunki humanistyczne;Kierunki humanistyczne;19;19;Studia licencjackie;Studia licencjackie;1;1;Mê¿czyzna;Mê¿czyzna;Nie;Nie;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;2;3;2;5;4;;1;0;3;5;5;;1;0;1;3;1;;4;2;;0;29.10.2025 22:27
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Inne;Inne;25;25;Studia in¿ynierskie;Studia in¿ynierskie;3;3;Mê¿czyzna;Mê¿czyzna;Nie;Nie;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;1;1;1;1;1;;1;1;1;1;1;;3;1;1;3;3;;2;2;;2;30.10.2025 11:37
Tak;Tak;Innej;Innej;Kierunki przyrodnicze;Kierunki przyrodnicze;22;22;Studia licencjackie;Studia licencjackie;3;3;Mê¿czyzna;Mê¿czyzna;Nie;Nie;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;2;2;4;0;3;;2;1;0;0;1;;4;4;4;0;0;;0;4;;4;01.11.2025 00:07
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Informatyczny/Elektroniczny;Informatyczny/Elektroniczny;21;21;Studia in¿ynierskie;Studia in¿ynierskie;1;1;Mê¿czyzna;Mê¿czyzna;Mniej ni¿ 20h tygodniowo;Mniej ni¿ 20h tygodniowo;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;2;5;5;3;5;;1;0;0;0;0;;3;5;5;4;4;;1;2;;4;01.11.2025 01:28
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Inne;Inne;25;25;Studia magisterskie;Studia magisterskie;1;1;Mê¿czyzna;Mê¿czyzna;Mniej ni¿ 20h tygodniowo;Mniej ni¿ 20h tygodniowo;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Nie;Nie;;1;3;2;4;1;;1;2;4;5;3;;2;4;3;3;4;;2;3;;4;02.11.2025 08:12
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Kierunki humanistyczne;Kierunki humanistyczne;19;19;Studia magisterskie;Studia magisterskie;1;1;Mê¿czyzna;Mê¿czyzna;Nie;Nie;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;5;2;4;5;5;;5;2;0;5;1;;5;5;5;1;1;;1;5;;5;02.11.2025 12:03
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki ekonomiczne;Kierunki ekonomiczne;22;22;Studia magisterskie;Studia magisterskie;2;2;Mê¿czyzna;Mê¿czyzna;Nie;Nie;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;2;1;4;5;4;;3;4;4;5;5;;1;2;1;2;5;;4;3;;3;03.11.2025 18:41
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki medyczne;Kierunki medyczne;20;20;Studia in¿ynierskie;Studia in¿ynierskie;2;2;Kobieta;Kobieta;Niepe³ny etat;Niepe³ny etat;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Nie;Nie;;3;3;5;2;5;;3;3;2;2;5;;4;5;5;2;4;;1;4;;5;03.11.2025 18:43
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Inne;Inne;21;21;Studia licencjackie;Studia licencjackie;2;2;Kobieta;Kobieta;Mniej ni¿ 20h tygodniowo;Mniej ni¿ 20h tygodniowo;Mieszkam z rodzicami;Mieszkam z rodzicami;Nie;Nie;;1;2;3;4;2;;2;1;2;4;3;;3;4;5;2;4;;4;2;;3;03.11.2025 18:45
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki Techniczne inne;Kierunki Techniczne inne;21;21;Studia in¿ynierskie;Studia in¿ynierskie;2;2;Mê¿czyzna;Mê¿czyzna;Nie;Nie;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Nie;Nie;;2;5;5;3;4;;2;2;2;5;3;;3;5;3;2;3;;1;2;;5;03.11.2025 18:46
Tak;Tak;Artystycznej;Artystycznej;Kierunki artystyczne;Kierunki artystyczne;21;21;Studia licencjackie;Studia licencjackie;1;1;Mê¿czyzna;Mê¿czyzna;Nie;Nie;Utrzymujê siê sam/a;Utrzymujê siê sam/a;Tak;Tak;;3;5;5;2;5;;1;2;4;4;4;;4;5;5;3;2;;3;1;;1;03.11.2025 18:46
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Kierunki lingwistyczne;Kierunki lingwistyczne;22;22;Studia licencjackie;Studia licencjackie;3;3;Mê¿czyzna;Mê¿czyzna;Nie;Nie;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Nie;Nie;;5;4;3;2;4;;3;4;2;4;4;;2;3;5;3;2;;5;1;;4;03.11.2025 18:46
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki ekonomiczne;Kierunki ekonomiczne;20;20;Studia licencjackie;Studia licencjackie;2;2;Mê¿czyzna;Mê¿czyzna;Nie;Nie;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Tak;Tak;;1;5;3;0;4;;1;2;4;5;4;;1;3;4;3;3;;5;0;;2;03.11.2025 18:47
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Kierunki humanistyczne;Kierunki humanistyczne;23;23;Studia licencjackie;Studia licencjackie;3;3;Kobieta;Kobieta;Nie;Nie;Mieszkam z rodzicami;Mieszkam z rodzicami;Nie;Nie;;3;3;2;2;4;;2;2;5;5;5;;3;4;4;3;3;;2;3;;3;03.11.2025 18:49
Tak;Tak;Innej;Innej;Informatyczny/Elektroniczny;Informatyczny/Elektroniczny;23;23;Studia magisterskie;Studia magisterskie;2;2;Mê¿czyzna;Mê¿czyzna;Nie;Nie;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;To skomplikowane;To skomplikowane;;1;5;4;4;5;;5;1;2;2;2;;2;2;2;2;2;;2;2;;2;03.11.2025 18:51
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Inne;Inne;27;27;Studia magisterskie;Studia magisterskie;5 lub wiêcej;5 lub wiêcej;Mê¿czyzna;Mê¿czyzna;Niepe³ny etat;Niepe³ny etat;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Nie;Nie;;5;4;5;3;3;;0;3;3;4;5;;3;4;4;1;2;;2;2;;2;03.11.2025 18:52
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Ekonomiczny;Ekonomiczny;24;24;Studia magisterskie;Studia magisterskie;5 lub wiêcej;5 lub wiêcej;Mê¿czyzna;Mê¿czyzna;Nie;Nie;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;4;4;5;4;4;;1;0;2;3;4;;4;5;4;1;2;;4;3;;1;03.11.2025 18:52
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Informatyczny/Elektroniczny;Informatyczny/Elektroniczny;21;21;Studia in¿ynierskie;Studia in¿ynierskie;2;2;Mê¿czyzna;Mê¿czyzna;Nie;Nie;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Tak;Tak;;4;3;5;4;3;;3;1;1;3;3;;5;4;5;2;4;;2;4;;5;03.11.2025 19:53
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Kierunki spo³eczne;Kierunki spo³eczne;22;22;Studia magisterskie;Studia magisterskie;5 lub wiêcej;5 lub wiêcej;Kobieta;Kobieta;Nie;Nie;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Tak;Tak;;4;1;;2;2;;1;1;4;5;3;;2;3;1;1;4;;4;2;;4;03.11.2025 19:54
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki Techniczne inne;Kierunki Techniczne inne;20;20;Studia in¿ynierskie;Studia in¿ynierskie;2;2;Mê¿czyzna;Mê¿czyzna;Nie;Nie;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Tak;Tak;;3;3;4;4;4;;2;0;1;1;4;;5;4;2;4;4;;1;3;;3;03.11.2025 20:04
Tak;Tak;Medycznej (np. Gumed);Medycznej (np. Gumed);Kierunki medyczne;Kierunki medyczne;26;26;Studia magisterskie;Studia magisterskie;5 lub wiêcej;5 lub wiêcej;Kobieta;Kobieta;Nie;Nie;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;3;3;3;4;1;;4;4;1;4;4;;4;3;2;3;1;;4;3;;4;03.11.2025 20:41
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Kierunki przyrodnicze;Kierunki przyrodnicze;35 i wiêcej;35 i wiêcej;Studia podyplomowe;Studia podyplomowe;3;3;Kobieta;Kobieta;Pe³en etat;Pe³en etat;Utrzymujê siê sam/a;Utrzymujê siê sam/a;To skomplikowane;To skomplikowane;;1;1;1;1;2;;1;2;3;2;2;;3;2;1;3;1;;3;2;;4;03.11.2025 20:45
Tak;Tak;Medycznej (np. Gumed);Medycznej (np. Gumed);Kierunki medyczne;Kierunki medyczne;35 i wiêcej;35 i wiêcej;Studia magisterskie;Studia magisterskie;2;2;Kobieta;Kobieta;Pe³en etat;Pe³en etat;inne;inne;Tak;Tak;;;1;3;1;1;;1;2;1;1;0;;3;3;3;0;3;;0;2;;1;03.11.2025 21:18
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki ekonomiczne;Kierunki ekonomiczne;23;23;Studia magisterskie;Studia magisterskie;2;2;Kobieta;Kobieta;Niepe³ny etat;Niepe³ny etat;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Nie;Nie;;4;3;2;1;2;;2;2;2;4;3;;5;3;4;2;4;;5;4;;4;03.11.2025 22:02
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Informatyczny/Elektroniczny;Informatyczny/Elektroniczny;19;19;Studia in¿ynierskie;Studia in¿ynierskie;1;1;Mê¿czyzna;Mê¿czyzna;Nie;Nie;Mieszkam z rodzicami;Mieszkam z rodzicami;Nie;Nie;;3;3;2;4;3;;4;2;5;5;4;;1;2;2;2;3;;5;2;;3;03.11.2025 22:20
Tak;Tak;Ekonomiczne ;Ekonomiczne ;Kierunki ekonomiczne;Kierunki ekonomiczne;21;21;Studia licencjackie;Studia licencjackie;3;3;Kobieta;Kobieta;Niepe³ny etat;Niepe³ny etat;inne;inne;Nie;Nie;;5;3;5;2;3;;4;2;4;4;3;;4;5;4;3;2;;1;3;;3;03.11.2025 23:34
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Inne;Inne;19;19;Studia in¿ynierskie;Studia in¿ynierskie;1;1;Kobieta;Kobieta;Nie;Nie;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Tak;Tak;;0;5;5;3;3;;2;0;0;0;;;2;3;4;5;2;;3;0;;3;03.11.2025 23:42
